                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                    nan,                    nan,                    nan,                0.00323,                0.93939,                0.16355,                0.06049,                    nan,                    nan,                    nan,              0.0006734,              0.0006734,              0.0006734
                     70,                    nan,                    nan,                    nan,                0.00323,                0.93939,                0.15888,                0.05962,                    nan,                    nan,                    nan,              0.0006536,              0.0006536,              0.0006536
                     71,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.16442,                0.06305,                    nan,                    nan,                    nan,              0.0006338,              0.0006338,              0.0006338
                     72,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.16082,                0.06051,                    nan,                    nan,                    nan,               0.000614,               0.000614,               0.000614
                     73,                    nan,                    nan,                    nan,                0.00328,                0.95455,                 0.1618,                 0.0604,                    nan,                    nan,                    nan,              0.0005942,              0.0005942,              0.0005942
                     74,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.16005,                0.05975,                    nan,                    nan,                    nan,              0.0005744,              0.0005744,              0.0005744
                     75,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.16465,                 0.0617,                    nan,                    nan,                    nan,              0.0005546,              0.0005546,              0.0005546
                     76,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.16241,                0.05929,                    nan,                    nan,                    nan,              0.0005348,              0.0005348,              0.0005348
                     77,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.16019,                0.06031,                    nan,                    nan,                    nan,               0.000515,               0.000515,               0.000515
                     78,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.16452,                0.05825,                    nan,                    nan,                    nan,              0.0004952,              0.0004952,              0.0004952
                     79,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.15793,                0.05873,                    nan,                    nan,                    nan,              0.0004754,              0.0004754,              0.0004754
                     80,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.16287,                0.06049,                    nan,                    nan,                    nan,              0.0004556,              0.0004556,              0.0004556
                     81,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.17077,                0.06341,                    nan,                    nan,                    nan,              0.0004358,              0.0004358,              0.0004358
                     82,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.16413,                0.06071,                    nan,                    nan,                    nan,               0.000416,               0.000416,               0.000416
                     83,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.15474,                0.05728,                    nan,                    nan,                    nan,              0.0003962,              0.0003962,              0.0003962
                     84,                    nan,                    nan,                    nan,                0.00323,                0.93939,                0.16204,                0.05969,                    nan,                    nan,                    nan,              0.0003764,              0.0003764,              0.0003764
                     85,                    nan,                    nan,                    nan,                0.00323,                0.93939,                0.16121,                0.05986,                    nan,                    nan,                    nan,              0.0003566,              0.0003566,              0.0003566
                     86,                    nan,                    nan,                    nan,                0.00323,                0.93939,                0.15766,                0.05873,                    nan,                    nan,                    nan,              0.0003368,              0.0003368,              0.0003368
                     87,                    nan,                    nan,                    nan,                0.00323,                0.93939,                0.16277,                0.05814,                    nan,                    nan,                    nan,               0.000317,               0.000317,               0.000317
                     88,                    nan,                    nan,                    nan,                0.00323,                0.93939,                0.16225,                0.05827,                    nan,                    nan,                    nan,              0.0002972,              0.0002972,              0.0002972
                     89,                    nan,                    nan,                    nan,                0.00323,                0.93939,                   0.16,                0.06063,                    nan,                    nan,                    nan,              0.0002774,              0.0002774,              0.0002774
                     90,                    nan,                    nan,                    nan,                0.00323,                0.93939,                0.16982,                0.06356,                    nan,                    nan,                    nan,              0.0002576,              0.0002576,              0.0002576
                     91,                    nan,                    nan,                    nan,                0.00323,                0.93939,                 0.1337,                0.05546,                    nan,                    nan,                    nan,              0.0002378,              0.0002378,              0.0002378
                     92,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.11714,                0.04861,                    nan,                    nan,                    nan,               0.000218,               0.000218,               0.000218
                     93,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.14411,                0.05142,                    nan,                    nan,                    nan,              0.0001982,              0.0001982,              0.0001982
                     94,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.14333,                0.05151,                    nan,                    nan,                    nan,              0.0001784,              0.0001784,              0.0001784
                     95,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.12491,                0.04671,                    nan,                    nan,                    nan,              0.0001586,              0.0001586,              0.0001586
                     96,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.12326,                0.04757,                    nan,                    nan,                    nan,              0.0001388,              0.0001388,              0.0001388
                     97,                    nan,                    nan,                    nan,                0.00328,                0.95455,                0.11481,                0.04556,                    nan,                    nan,                    nan,               0.000119,               0.000119,               0.000119
